1500 10
781137668 0 1500
444026 1 1499
537175252 2 1498
347444871 3 1497
834837564 4 1496
688146826 5 1495
605651863 6 1494
121712412 7 1493
945437649 8 1492
269593008 9 1491
950131384 10 1490
316685050 11 1489
642491192 12 1488
807779014 13 1487
1809064 14 1486
120797679 15 1485
286927363 16 1484
550343542 17 1483
330877165 18 1482
81479578 19 1481
56250155 20 1480
366287239 21 1479
830519074 22 1478
389747246 23 1477
941977572 24 1476
381915947 25 1475
28656421 26 1474
506217814 27 1473
16392346 28 1472
187781844 29 1471
641587095 30 1470
426065225 31 1469
837083412 32 1468
392754874 33 1467
652103511 34 1466
553149944 35 1465
556882756 36 1464
616571166 37 1463
666091230 38 1462
426499004 39 1461
767495927 40 1460
44697159 41 1459
473145805 42 1458
578659407 43 1457
15508204 44 1456
274312742 45 1455
376403225 46 1454
783920655 47 1453
592027792 48 1452
910310017 49 1451
945725627 50 1450
989932250 51 1449
489062446 52 1448
640184213 53 1447
23041981 54 1446
845318695 55 1445
624023877 56 1444
350476930 57 1443
280940464 58 1442
979093227 59 1441
412812054 60 1440
383659578 61 1439
474050358 62 1438
670473027 63 1437
42085785 64 1436
123605624 65 1435
310642246 66 1434
758628299 67 1433
418016989 68 1432
442332376 69 1431
511517412 70 1430
467293684 71 1429
871145949 72 1428
89488536 73 1427
544468759 74 1426
140802265 75 1425
210190007 76 1424
184789660 77 1423
576886329 78 1422
51379480 79 1421
564735818 80 1420
706761155 81 1419
659291753 82 1418
886833792 83 1417
304410428 84 1416
156860913 85 1415
193137945 86 1414
249800048 87 1413
737916290 88 1412
598695034 89 1411
683266416 90 1410
361595009 91 1409
846589856 92 1408
289832130 93 1407
26289563 94 1406
235435238 95 1405
43695424 96 1404
70471516 97 1403
264706086 98 1402
548150570 99 1401
679899383 100 1400
870821209 101 1399
840412411 102 1398
335850529 103 1397
367071431 104 1396
344422876 105 1395
656539700 106 1394
660795850 107 1393
453230644 108 1392
856261 109 1391
553718554 110 1390
671050826 111 1389
159719187 112 1388
582523091 113 1387
783365994 114 1386
795374772 115 1385
882459564 116 1384
765872768 117 1383
664137698 118 1382
97947100 119 1381
4257866 120 1380
778041041 121 1379
682763244 122 1378
983597213 123 1377
757228426 124 1376
980480473 125 1375
219486396 126 1374
952554995 127 1373
37316525 128 1372
495034917 129 1371
978876435 130 1370
363629092 131 1369
661378825 132 1368
532892041 133 1367
975180275 134 1366
441661621 135 1365
737949889 136 1364
492244666 137 1363
921268427 138 1362
416250855 139 1361
300548261 140 1360
621880141 141 1359
786465580 142 1358
793655745 143 1357
743253681 144 1356
882023662 145 1355
676952684 146 1354
388914634 147 1353
