100 1
855397461 0 15085
997063798 0 90185
62949437 0 46258
816731420 0 69189
816301247 0 28488
212639532 0 5403
926321087 0 80508
98004745 0 11692
596565317 0 30666
969043880 0 68011
405130942 0 77451
843849468 0 47104
172038450 0 61528
436668963 0 2802
775220169 0 95496
402086944 0 87892
605824396 0 98730
696886602 0 59248
830727161 0 7204
430489577 0 83977
838787020 0 16839
614299426 0 19318
213762026 0 15903
652612832 0 94400
944062618 0 62254
54464369 0 85215
32898017 0 34691
791442224 0 33892
760731464 0 12625
801903959 0 3908
990175130 0 29387
529466445 0 15205
767659940 0 63597
754332195 0 26396
704130356 0 73029
658021059 0 68136
791462785 0 48720
201371927 0 14134
976166013 0 8922
538994596 0 80087
787673976 0 43010
961030987 0 69281
656629867 0 41139
994669671 0 62275
159608017 0 3696
20392043 0 61137
605442685 0 33026
942456992 0 43274
108443452 0 64164
683213839 0 51210
969523200 0 39557
436620639 0 65854
737626568 0 70962
139133947 0 43626
107006430 0 92559
926304036 0 28539
946906266 0 12975
272511873 0 40474
466603532 0 16539
636577503 0 65971
980462861 0 24124
80833569 0 9588
583084495 0 28144
597521657 0 33233
850450510 0 72976
420921539 0 39899
95851240 0 8220
329222123 0 14587
374291783 0 15005
178395711 0 12501
429247033 0 11133
38098581 0 94860
160084734 0 32500
937814822 0 87203
101794461 0 8426
652613199 0 26351
226872354 0 67185
6079882 0 61205
465040214 0 52931
622099318 0 69390
891169732 0 75479
823021745 0 16035
362226587 0 60380
215375027 0 7839
906306474 0 27522
997852529 0 43627
831945971 0 69289
904373673 0 65628
147963826 0 4616
578429185 0 86709
476365668 0 8464
946258226 0 8318
234104741 0 59317
616517919 0 31570
41331982 0 26585
63440620 0 94027
397629289 0 98195
465811030 0 84975
195664794 0 86043
893574191 0 58054
