2000 10
629676317 16 15024
23267595 107 45571
389179505 134 18032
862765506 139 50893
56580188 0 84202
93133128 86 87244
699158897 68 37759
645832291 78 59818
861422651 61 1673
636928512 127 20781
46012581 43 92885
610860054 47 94764
800511216 93 84409
754476455 143 50212
673970943 111 56590
182858538 57 61088
665814167 169 97595
61382259 30 13597
271595158 47 80999
497152592 51 246
162916657 28 52497
68468757 163 30585
689066780 177 67422
464470766 8 27985
91728480 152 94595
379976325 106 69572
997327820 78 78653
184048054 183 90551
467876630 115 18333
516917143 106 52835
709696741 12 4642
910192112 165 66305
379498351 158 68396
323184513 171 41582
403484303 27 50544
447488277 186 45996
992609544 45 78464
174004806 104 83903
506349539 32 12722
408593852 47 50962
272962207 3 75243
704872961 64 46050
761119046 145 67999
42520476 69 32959
495582669 13 42048
475001848 151 34519
267514342 127 82086
720296173 148 52032
667363637 8 71344
509777949 4 24746
145945611 61 50348
952693776 50 12438
851945619 100 39542
265055282 67 81637
895833176 134 17586
559481144 112 15437
175461377 78 74907
437587036 26 84513
234020207 76 20543
147061355 190 56410
555793391 34 47248
307809681 61 70678
586566803 156 95565
860204808 47 340
483492676 174 67641
706877438 91 74880
982949286 14 4841
337502121 10 99557
833510964 119 22586
739458240 176 34294
2346365 62 79861
25898694 115 48213
448736153 138 82182
355028454 163 75936
176255664 105 27404
883357978 138 83136
924913005 187 65438
733524843 191 69743
780424139 170 37708
671849278 128 35975
384990715 186 25985
651674880 159 69158
402909598 171 39838
666209561 170 97214
953318103 142 98499
983120280 2 53597
869292378 172 48150
574082593 35 98418
355751914 46 68701
379219891 168 52788
103393314 94 19399
531786006 126 67413
45748590 76 40090
812123247 0 50139
48182315 178 38499
291363127 10 22135
301038394 188 90015
790876347 52 66160
574544471 195 4258
858126693 21 95004
486452545 83 19262
387667858 93 64969
185972671 126 87009
819752192 42 35892
864630565 199 29449
87776406 180 84213
997088336 34 13561
953135675 188 98066
603693709 153 2213
772497438 162 58229
480530618 102 79825
91023259 138 53878
398534925 197 76403
720347714 34 73491
886242903 97 84227
214061542 35 92349
347648150 80 63439
241276583 141 28594
407764370 188 38285
214530560 168 71263
174387864 118 14838
781799211 164 69159
201025493 92 67987
918807850 31 23639
102707256 167 70805
214527819 197 21037
211252549 120 82981
613819445 41 31598
725772564 200 81598
557259415 152 59450
69377697 28 4737
813030446 98 15831
877273422 79 50099
213148653 174 13391
543919360 145 75576
245104849 30 96722
48204880 87 30239
842332559 62 82649
864225409 141 37390
970670802 172 30356
957674099 5 17121
625188296 153 51279
357403294 52 40113
626185707 80 73778
84366397 161 96170
478748203 29 24728
88803646 128 23586
577926165 51 72602
793313386 124 55872
400367630 96 76911
375579592 157 80998
