50 1
559364095 1 777
639627848 2 777
452313955 3 777
965619498 4 777
237238073 5 777
154404205 6 777
139948377 7 777
297904938 8 777
519645698 9 777
136370051 10 777
672257909 11 777
626364182 12 777
666924496 13 777
100030959 14 777
759433529 15 777
467502785 16 777
547738505 17 777
51644844 18 777
259878598 19 777
242112357 20 777
846697024 21 777
43326209 22 777
452140776 23 777
29930597 24 777
606882048 25 777
597299147 26 777
726283551 27 777
139165936 28 777
812642795 29 777
626025696 30 777
174494882 31 777
334887657 32 777
500609934 33 777
808699378 34 777
700786811 35 777
839730524 36 777
697139431 37 777
301655284 38 777
85859238 39 777
966880046 40 777
920398227 41 777
911434569 42 777
882926264 43 777
563161210 44 777
621316860 45 777
702732434 46 777
742148458 47 777
472616050 48 777
668177647 49 777
310701687 50 777
