1800 10
121079125 0 50000
765682930 1 50000
599296268 2 50000
744435687 3 50000
237778392 4 50000
304734341 5 50000
329463464 6 50000
717133831 7 50000
428552328 8 50000
848547700 9 50000
785734586 10 50000
862685082 11 50000
964725420 12 50000
912003084 13 50000
900484702 14 50000
759248713 15 50000
863226392 16 50000
106531905 17 50000
754537734 18 50000
179018670 19 50000
362573454 20 50000
313787686 21 50000
75168967 22 50000
833880628 23 50000
355658691 24 50000
414307913 25 50000
661991206 26 50000
172281463 27 50000
544843559 28 50000
431460103 29 50000
621694106 30 50000
501920822 31 50000
375177955 32 50000
71299851 33 50000
30291107 34 50000
392518341 35 50000
702015346 36 50000
494906092 37 50000
614657943 38 50000
361719984 39 50000
297869438 40 50000
455136447 41 50000
552284633 42 50000
75955103 43 50000
542167628 44 50000
886304176 45 50000
360928883 46 50000
461240464 47 50000
999806994 48 50000
585812511 49 50000
633980417 50 50000
684434157 51 50000
4160397 52 50000
89655975 53 50000
907376637 54 50000
344011629 55 50000
279522205 56 50000
522108300 57 50000
46891725 58 50000
110373917 59 50000
987413568 60 50000
165625793 61 50000
931064049 62 50000
129920193 63 50000
855985353 64 50000
322908473 65 50000
262345763 66 50000
535472959 67 50000
546186473 68 50000
15946847 69 50000
556996845 70 50000
590876956 71 50000
218374707 72 50000
681507399 73 50000
40055673 74 50000
702709258 75 50000
286954426 76 50000
483766563 77 50000
747840290 78 50000
807522452 79 50000
71810884 80 50000
41765538 81 50000
967847094 82 50000
832485558 83 50000
616512991 84 50000
535047112 85 50000
903701936 86 50000
438344440 87 50000
953051611 88 50000
679491066 89 50000
745386842 90 50000
956342384 91 50000
860911280 92 50000
577575062 93 50000
977046116 94 50000
116369028 95 50000
129775182 96 50000
858815116 97 50000
511097552 98 50000
704946958 99 50000
937199509 100 50000
679589743 101 50000
381070474 102 50000
679127579 103 50000
436446264 104 50000
854046630 105 50000
95705151 106 50000
378257707 107 50000
676112916 108 50000
50016744 109 50000
26485461 110 50000
905690171 111 50000
861558566 112 50000
989213360 113 50000
94535122 114 50000
31433981 115 50000
706877609 116 50000
417278196 117 50000
302379804 118 50000
158771859 119 50000
397798701 120 50000
238857840 121 50000
975146773 122 50000
624016499 123 50000
905952609 124 50000
393603894 125 50000
648023707 126 50000
881845442 127 50000
791385752 128 50000
17016654 129 50000
961018536 130 50000
803323285 131 50000
891965333 132 50000
694264732 133 50000
201731966 134 50000
174613057 135 50000
692629124 136 50000
187292761 137 50000
698424203 138 50000
761828604 139 50000
161988047 140 50000
223263081 141 50000
106379806 142 50000
29309982 143 50000
739236117 144 50000
786065604 145 50000
197277862 146 50000
815453929 147 50000
701602703 148 50000
553111007 149 50000
286703729 150 50000
456367966 151 50000
410094155 152 50000
379858202 153 50000
253243691 154 50000
284822298 155 50000
578856779 156 50000
670367938 157 50000
214333473 158 50000
529642862 159 50000
55027622 160 50000
581751726 161 50000
119108253 162 50000
389407727 163 50000
736583816 164 50000
983141506 165 50000
835093918 166 50000
160532099 167 50000
954842675 168 50000
407419279 169 50000
596059091 170 50000
491565042 171 50000
605418013 172 50000
271237606 173 50000
994851190 174 50000
173038807 175 50000
897296181 176 50000
295674573 177 50000
475670686 178 50000
757624955 179 50000
264832362 180 50000
271449740 181 50000
970259335 182 50000
350209094 183 50000
424337204 184 50000
970251551 185 50000
644690150 186 50000
327368855 187 50000
525628181 188 50000
23689633 189 50000
783265801 190 50000
902755411 191 50000
881205767 192 50000
288308599 193 50000
844722395 194 50000
975678182 195 50000
605985056 196 50000
895594366 197 50000
957731307 198 50000
953112253 199 50000
758945109 200 50000
1249645 201 50000
263453555 202 50000
549132474 203 50000
150934945 204 50000
503692201 205 50000
631871168 206 50000
832948216 207 50000
148724799 208 50000
39834439 209 50000
639643995 210 50000
135620012 211 50000
324860817 212 50000
552454066 213 50000
837308444 214 50000
944079125 215 50000
440368368 216 50000
310947552 217 50000
528375259 218 50000
700872613 219 50000
164446947 220 50000
198642012 221 50000
524019311 222 50000
911880923 223 50000
492608690 224 50000
764183593 225 50000
444944823 226 50000
317703607 227 50000
935832676 228 50000
328003407 229 50000
661718423 230 50000
693651540 231 50000
277245497 232 50000
935636638 233 50000
550911458 234 50000
479411868 235 50000
20873846 236 50000
641132925 237 50000
141371296 238 50000
344175116 239 50000
40912215 240 50000
555973073 241 50000
175861227 242 50000
174807590 243 50000
604495927 244 50000
254925413 245 50000
359874962 246 50000
376541901 247 50000
852922864 248 50000
409595920 249 50000
899169563 250 50000
21229842 251 50000
855066677 252 50000
947462878 253 50000
564653059 254 50000
38975828 255 50000
394862991 256 50000
144584878 257 50000
344727485 258 50000
584809497 259 50000
794773068 260 50000
63283640 261 50000
284536110 262 50000
748144142 263 50000
690327311 264 50000
701741282 265 50000
722377764 266 50000
485825431 267 50000
190521733 268 50000
780649867 269 50000
868842076 270 50000
455354925 271 50000
21037601 272 50000
995610338 273 50000
875452823 274 50000
241154626 275 50000
139441134 276 50000
273240619 277 50000
666180225 278 50000
37325969 279 50000
729891385 280 50000
801460209 281 50000
2599182 282 50000
241639775 283 50000
252202173 284 50000
943506581 285 50000
230689024 286 50000
588951286 287 50000
487086749 288 50000
615078984 289 50000
318815833 290 50000
843384362 291 50000
546124252 292 50000
737243758 293 50000
381307170 294 50000
738189025 295 50000
169434480 296 50000
980252046 297 50000
601678935 298 50000
240189076 299 50000
741478203 300 50000
683110454 301 50000
511425418 302 50000
979181693 303 50000
977847091 304 50000
915646046 305 50000
627577866 306 50000
586198677 307 50000
8144921 308 50000
130498117 309 50000
219964837 310 50000
287690464 311 50000
973206736 312 50000
765143510 313 50000
46118876 314 50000
670772103 315 50000
728544012 316 50000
273190291 317 50000
848595670 318 50000
326797629 319 50000
953035518 320 50000
834197262 321 50000
850870732 322 50000
839107603 323 50000
35419151 324 50000
678305698 325 50000
466411987 326 50000
469243440 327 50000
395843676 328 50000
725838275 329 50000
255745697 330 50000
951240624 331 50000
827957736 332 50000
720818957 333 50000
599426479 334 50000
789200826 335 50000
849603162 336 50000
617865718 337 50000
430271204 338 50000
445452518 339 50000
493773068 340 50000
